Energy	X	Y	Z	Results	Rel Error
4723700.0	393	-130	394	0.0	0.0
4965800.0	131	-392	-392	0.0	0.0
4965800.0	131	-392	-130	0.0	0.0
4965800.0	131	-392	132	0.0	0.0
4965800.0	131	-392	394	0.0	0.0
4965800.0	131	-130	-392	0.0	0.0
4965800.0	131	-130	-130	0.0	0.0
4965800.0	131	-130	132	0.0	0.0
4965800.0	131	-130	394	0.0	0.0
4965800.0	393	-392	-392	0.0	0.0
4965800.0	393	-392	-130	0.0	0.0
4965800.0	393	-392	132	0.0	0.0
4965800.0	393	-392	394	0.0	0.0
4965800.0	393	-130	-392	0.0	0.0
4965800.0	393	-130	-130	0.0	0.0
4965800.0	393	-130	132	0.0	0.0
4965800.0	393	-130	394	0.0	0.0
5220500.0	131	-392	-392	0.0	0.0
5220500.0	131	-392	-130	0.0	0.0
5220500.0	131	-392	132	0.0	0.0
5220500.0	131	-392	394	0.0	0.0
5220500.0	131	-130	-392	0.0	0.0
5220500.0	131	-130	-130	0.0	0.0
5220500.0	131	-130	132	0.0	0.0
5220500.0	131	-130	394	0.0	0.0
5220500.0	393	-392	-392	0.0	0.0
5220500.0	393	-392	-130	0.0	0.0
5220500.0	393	-392	132	0.0	0.0
5220500.0	393	-392	394	0.0	0.0
5220500.0	393	-130	-392	0.0	0.0
5220500.0	393	-130	-130	0.0	0.0
5220500.0	393	-130	132	0.0	0.0
5220500.0	393	-130	394	0.0	0.0
5488100.0	131	-392	-392	0.0	0.0
5488100.0	131	-392	-130	0.0	0.0
5488100.0	131	-392	132	0.0	0.0
5488100.0	131	-392	394	0.0	0.0
5488100.0	131	-130	-392	0.0	0.0
5488100.0	131	-130	-130	0.0	0.0
5488100.0	131	-130	132	0.0	0.0
5488100.0	131	-130	394	0.0	0.0
5488100.0	393	-392	-392	0.0	0.0
5488100.0	393	-392	-130	0.0	0.0
5488100.0	393	-392	132	0.0	0.0
5488100.0	393	-392	394	0.0	0.0
5488100.0	393	-130	-392	0.0	0.0
5488100.0	393	-130	-130	0.0	0.0
5488100.0	393	-130	132	0.0	0.0
5488100.0	393	-130	394	0.0	0.0
5769500.0	131	-392	-392	0.0	0.0
5769500.0	131	-392	-130	0.0	0.0
5769500.0	131	-392	132	0.0	0.0
5769500.0	131	-392	394	0.0	0.0
5769500.0	131	-130	-392	0.0	0.0
5769500.0	131	-130	-130	0.0	0.0
5769500.0	131	-130	132	0.0	0.0
5769500.0	131	-130	394	0.0	0.0
5769500.0	393	-392	-392	0.0	0.0
5769500.0	393	-392	-130	0.0	0.0
5769500.0	393	-392	132	0.0	0.0
5769500.0	393	-392	394	0.0	0.0
5769500.0	393	-130	-392	0.0	0.0
5769500.0	393	-130	-130	0.0	0.0
5769500.0	393	-130	132	0.0	0.0
5769500.0	393	-130	394	0.0	0.0
6065300.0	131	-392	-392	0.0	0.0
6065300.0	131	-392	-130	0.0	0.0
6065300.0	131	-392	132	0.0	0.0
6065300.0	131	-392	394	0.0	0.0
6065300.0	131	-130	-392	0.0	0.0
6065300.0	131	-130	-130	0.0	0.0
6065300.0	131	-130	132	0.0	0.0
6065300.0	131	-130	394	0.0	0.0
6065300.0	393	-392	-392	0.0	0.0
6065300.0	393	-392	-130	0.0	0.0
6065300.0	393	-392	132	0.0	0.0
6065300.0	393	-392	394	0.0	0.0
6065300.0	393	-130	-392	0.0	0.0
6065300.0	393	-130	-130	0.0	0.0
6065300.0	393	-130	132	0.0	0.0
6065300.0	393	-130	394	0.0	0.0
6376300.0	131	-392	-392	0.0	0.0
6376300.0	131	-392	-130	0.0	0.0
6376300.0	131	-392	132	0.0	0.0
6376300.0	131	-392	394	0.0	0.0
6376300.0	131	-130	-392	0.0	0.0
6376300.0	131	-130	-130	0.0	0.0
6376300.0	131	-130	132	0.0	0.0
6376300.0	131	-130	394	0.0	0.0
6376300.0	393	-392	-392	0.0	0.0
6376300.0	393	-392	-130	0.0	0.0
6376300.0	393	-392	132	0.0	0.0
6376300.0	393	-392	394	0.0	0.0
6376300.0	393	-130	-392	0.0	0.0
6376300.0	393	-130	-130	0.0	0.0
6376300.0	393	-130	132	0.0	0.0
6376300.0	393	-130	394	0.0	0.0
6592400.0	131	-392	-392	0.0	0.0
6592400.0	131	-392	-130	0.0	0.0
6592400.0	131	-392	132	0.0	0.0
6592400.0	131	-392	394	0.0	0.0
6592400.0	131	-130	-392	0.0	0.0
6592400.0	131	-130	-130	0.0	0.0
6592400.0	131	-130	132	0.0	0.0
6592400.0	131	-130	394	0.0	0.0
6592400.0	393	-392	-392	0.0	0.0
6592400.0	393	-392	-130	0.0	0.0
6592400.0	393	-392	132	0.0	0.0
6592400.0	393	-392	394	0.0	0.0
6592400.0	393	-130	-392	0.0	0.0
6592400.0	393	-130	-130	0.0	0.0
6592400.0	393	-130	132	0.0	0.0
6592400.0	393	-130	394	0.0	0.0
6703200.0	131	-392	-392	0.0	0.0
6703200.0	131	-392	-130	0.0	0.0
6703200.0	131	-392	132	0.0	0.0
6703200.0	131	-392	394	0.0	0.0
6703200.0	131	-130	-392	0.0	0.0
6703200.0	131	-130	-130	0.0	0.0
6703200.0	131	-130	132	0.0	0.0
6703200.0	131	-130	394	0.0	0.0
6703200.0	393	-392	-392	0.0	0.0
6703200.0	393	-392	-130	0.0	0.0
6703200.0	393	-392	132	0.0	0.0
6703200.0	393	-392	394	0.0	0.0
6703200.0	393	-130	-392	0.0	0.0
6703200.0	393	-130	-130	0.0	0.0
6703200.0	393	-130	132	0.0	0.0
6703200.0	393	-130	394	0.0	0.0
7046900.0	131	-392	-392	0.0	0.0
7046900.0	131	-392	-130	0.0	0.0
7046900.0	131	-392	132	0.0	0.0
7046900.0	131	-392	394	0.0	0.0
7046900.0	131	-130	-392	0.0	0.0
7046900.0	131	-130	-130	0.0	0.0
7046900.0	131	-130	132	0.0	0.0
7046900.0	131	-130	394	0.0	0.0
7046900.0	393	-392	-392	0.0	0.0
7046900.0	393	-392	-130	0.0	0.0
7046900.0	393	-392	132	0.0	0.0
7046900.0	393	-392	394	0.0	0.0
7046900.0	393	-130	-392	0.0	0.0
7046900.0	393	-130	-130	0.0	0.0
7046900.0	393	-130	132	0.0	0.0
7046900.0	393	-130	394	0.0	0.0
7408200.0	131	-392	-392	0.0	0.0
7408200.0	131	-392	-130	0.0	0.0
7408200.0	131	-392	132	0.0	0.0
7408200.0	131	-392	394	0.0	0.0
7408200.0	131	-130	-392	0.0	0.0
7408200.0	131	-130	-130	0.0	0.0
7408200.0	131	-130	132	0.0	0.0
7408200.0	131	-130	394	0.0	0.0
7408200.0	393	-392	-392	0.0	0.0
7408200.0	393	-392	-130	0.0	0.0
7408200.0	393	-392	132	0.0	0.0
7408200.0	393	-392	394	0.0	0.0
7408200.0	393	-130	-392	0.0	0.0
7408200.0	393	-130	-130	0.0	0.0
7408200.0	393	-130	132	0.0	0.0
7408200.0	393	-130	394	0.0	0.0
7788000.0	131	-392	-392	0.0	0.0
7788000.0	131	-392	-130	0.0	0.0
7788000.0	131	-392	132	0.0	0.0
7788000.0	131	-392	394	0.0	0.0
7788000.0	131	-130	-392	0.0	0.0
7788000.0	131	-130	-130	0.0	0.0
7788000.0	131	-130	132	0.0	0.0
7788000.0	131	-130	394	0.0	0.0
7788000.0	393	-392	-392	0.0	0.0
7788000.0	393	-392	-130	0.0	0.0
7788000.0	393	-392	132	0.0	0.0
7788000.0	393	-392	394	0.0	0.0
7788000.0	393	-130	-392	0.0	0.0
7788000.0	393	-130	-130	0.0	0.0
7788000.0	393	-130	132	0.0	0.0
7788000.0	393	-130	394	0.0	0.0
8187300.0	131	-392	-392	0.0	0.0
8187300.0	131	-392	-130	0.0	0.0
8187300.0	131	-392	132	0.0	0.0
8187300.0	131	-392	394	0.0	0.0
8187300.0	131	-130	-392	0.0	0.0
8187300.0	131	-130	-130	0.0	0.0
8187300.0	131	-130	132	0.0	0.0
8187300.0	131	-130	394	0.0	0.0
8187300.0	393	-392	-392	0.0	0.0
8187300.0	393	-392	-130	0.0	0.0
8187300.0	393	-392	132	0.0	0.0
8187300.0	393	-392	394	0.0	0.0
8187300.0	393	-130	-392	0.0	0.0
8187300.0	393	-130	-130	0.0	0.0
8187300.0	393	-130	132	0.0	0.0
8187300.0	393	-130	394	0.0	0.0
8607100.0	131	-392	-392	0.0	0.0
8607100.0	131	-392	-130	0.0	0.0
8607100.0	131	-392	132	0.0	0.0
8607100.0	131	-392	394	0.0	0.0
8607100.0	131	-130	-392	0.0	0.0
8607100.0	131	-130	-130	0.0	0.0
8607100.0	131	-130	132	0.0	0.0
8607100.0	131	-130	394	0.0	0.0
8607100.0	393	-392	-392	0.0	0.0
8607100.0	393	-392	-130	0.0	0.0
8607100.0	393	-392	132	0.0	0.0
8607100.0	393	-392	394	0.0	0.0
8607100.0	393	-130	-392	0.0	0.0
8607100.0	393	-130	-130	0.0	0.0
8607100.0	393	-130	132	0.0	0.0
8607100.0	393	-130	394	0.0	0.0
9048400.0	131	-392	-392	0.0	0.0
9048400.0	131	-392	-130	0.0	0.0
9048400.0	131	-392	132	0.0	0.0
9048400.0	131	-392	394	0.0	0.0
9048400.0	131	-130	-392	0.0	0.0
9048400.0	131	-130	-130	0.0	0.0
9048400.0	131	-130	132	0.0	0.0
9048400.0	131	-130	394	0.0	0.0
9048400.0	393	-392	-392	0.0	0.0
9048400.0	393	-392	-130	0.0	0.0
9048400.0	393	-392	132	0.0	0.0
9048400.0	393	-392	394	0.0	0.0
9048400.0	393	-130	-392	0.0	0.0
9048400.0	393	-130	-130	0.0	0.0
9048400.0	393	-130	132	0.0	0.0
9048400.0	393	-130	394	0.0	0.0
9512300.0	131	-392	-392	0.0	0.0
9512300.0	131	-392	-130	0.0	0.0
9512300.0	131	-392	132	0.0	0.0
9512300.0	131	-392	394	0.0	0.0
9512300.0	131	-130	-392	0.0	0.0
9512300.0	131	-130	-130	0.0	0.0
9512300.0	131	-130	132	0.0	0.0
9512300.0	131	-130	394	0.0	0.0
9512300.0	393	-392	-392	0.0	0.0
9512300.0	393	-392	-130	0.0	0.0
9512300.0	393	-392	132	0.0	0.0
9512300.0	393	-392	394	0.0	0.0
9512300.0	393	-130	-392	0.0	0.0
9512300.0	393	-130	-130	0.0	0.0
9512300.0	393	-130	132	0.0	0.0
9512300.0	393	-130	394	0.0	0.0
10000000.0	131	-392	-392	0.0	0.0
10000000.0	131	-392	-130	0.0	0.0
10000000.0	131	-392	132	0.0	0.0
10000000.0	131	-392	394	0.0	0.0
10000000.0	131	-130	-392	0.0	0.0
10000000.0	131	-130	-130	0.0	0.0
10000000.0	131	-130	132	0.0	0.0
10000000.0	131	-130	394	0.0	0.0
10000000.0	393	-392	-392	0.0	0.0
10000000.0	393	-392	-130	0.0	0.0
10000000.0	393	-392	132	0.0	0.0
10000000.0	393	-392	394	0.0	0.0
10000000.0	393	-130	-392	0.0	0.0
10000000.0	393	-130	-130	0.0	0.0
10000000.0	393	-130	132	0.0	0.0
10000000.0	393	-130	394	0.0	0.0
10513000.0	131	-392	-392	0.0	0.0
10513000.0	131	-392	-130	0.0	0.0
10513000.0	131	-392	132	0.0	0.0
10513000.0	131	-392	394	0.0	0.0
10513000.0	131	-130	-392	0.0	0.0
10513000.0	131	-130	-130	0.0	0.0
10513000.0	131	-130	132	0.0	0.0
10513000.0	131	-130	394	0.0	0.0
10513000.0	393	-392	-392	0.0	0.0
10513000.0	393	-392	-130	0.0	0.0
10513000.0	393	-392	132	0.0	0.0
10513000.0	393	-392	394	0.0	0.0
10513000.0	393	-130	-392	0.0	0.0
10513000.0	393	-130	-130	0.0	0.0
10513000.0	393	-130	132	0.0	0.0
10513000.0	393	-130	394	0.0	0.0
11052000.0	131	-392	-392	0.0	0.0
11052000.0	131	-392	-130	0.0	0.0
11052000.0	131	-392	132	0.0	0.0
11052000.0	131	-392	394	0.0	0.0
11052000.0	131	-130	-392	0.0	0.0
11052000.0	131	-130	-130	0.0	0.0
11052000.0	131	-130	132	0.0	0.0
11052000.0	131	-130	394	0.0	0.0
11052000.0	393	-392	-392	0.0	0.0
11052000.0	393	-392	-130	0.0	0.0
11052000.0	393	-392	132	0.0	0.0
11052000.0	393	-392	394	0.0	0.0
11052000.0	393	-130	-392	0.0	0.0
11052000.0	393	-130	-130	0.0	0.0
11052000.0	393	-130	132	0.0	0.0
11052000.0	393	-130	394	0.0	0.0
11618000.0	131	-392	-392	0.0	0.0
11618000.0	131	-392	-130	0.0	0.0
11618000.0	131	-392	132	0.0	0.0
11618000.0	131	-392	394	0.0	0.0
11618000.0	131	-130	-392	0.0	0.0
11618000.0	131	-130	-130	0.0	0.0
11618000.0	131	-130	132	0.0	0.0
11618000.0	131	-130	394	0.0	0.0
11618000.0	393	-392	-392	0.0	0.0
11618000.0	393	-392	-130	0.0	0.0
11618000.0	393	-392	132	0.0	0.0
11618000.0	393	-392	394	0.0	0.0
11618000.0	393	-130	-392	0.0	0.0
11618000.0	393	-130	-130	0.0	0.0
11618000.0	393	-130	132	0.0	0.0
11618000.0	393	-130	394	0.0	0.0
12214000.0	131	-392	-392	0.0	0.0
12214000.0	131	-392	-130	0.0	0.0
12214000.0	131	-392	132	0.0	0.0
12214000.0	131	-392	394	0.0	0.0
12214000.0	131	-130	-392	0.0	0.0
12214000.0	131	-130	-130	0.0	0.0
12214000.0	131	-130	132	0.0	0.0
12214000.0	131	-130	394	0.0	0.0
12214000.0	393	-392	-392	0.0	0.0
12214000.0	393	-392	-130	0.0	0.0
12214000.0	393	-392	132	0.0	0.0
12214000.0	393	-392	394	0.0	0.0
12214000.0	393	-130	-392	0.0	0.0
12214000.0	393	-130	-130	0.0	0.0
12214000.0	393	-130	132	0.0	0.0
12214000.0	393	-130	394	0.0	0.0
12523000.0	131	-392	-392	0.0	0.0
12523000.0	131	-392	-130	0.0	0.0
12523000.0	131	-392	132	0.0	0.0
12523000.0	131	-392	394	0.0	0.0
12523000.0	131	-130	-392	0.0	0.0
12523000.0	131	-130	-130	0.0	0.0
12523000.0	131	-130	132	0.0	0.0
12523000.0	131	-130	394	0.0	0.0
12523000.0	393	-392	-392	0.0	0.0
12523000.0	393	-392	-130	0.0	0.0
12523000.0	393	-392	132	0.0	0.0
12523000.0	393	-392	394	0.0	0.0
12523000.0	393	-130	-392	0.0	0.0
12523000.0	393	-130	-130	0.0	0.0
12523000.0	393	-130	132	0.0	0.0
12523000.0	393	-130	394	0.0	0.0
12840000.0	131	-392	-392	0.0	0.0
12840000.0	131	-392	-130	0.0	0.0
12840000.0	131	-392	132	0.0	0.0
12840000.0	131	-392	394	0.0	0.0
12840000.0	131	-130	-392	0.0	0.0
12840000.0	131	-130	-130	0.0	0.0
12840000.0	131	-130	132	0.0	0.0
12840000.0	131	-130	394	0.0	0.0
12840000.0	393	-392	-392	0.0	0.0
12840000.0	393	-392	-130	0.0	0.0
12840000.0	393	-392	132	0.0	0.0
12840000.0	393	-392	394	0.0	0.0
12840000.0	393	-130	-392	0.0	0.0
12840000.0	393	-130	-130	0.0	0.0
12840000.0	393	-130	132	0.0	0.0
12840000.0	393	-130	394	0.0	0.0
13499000.0	131	-392	-392	0.0	0.0
13499000.0	131	-392	-130	0.0	0.0
13499000.0	131	-392	132	0.0	0.0
13499000.0	131	-392	394	0.0	0.0
13499000.0	131	-130	-392	0.0	0.0
13499000.0	131	-130	-130	0.0	0.0
13499000.0	131	-130	132	0.0	0.0
13499000.0	131	-130	394	0.0	0.0
13499000.0	393	-392	-392	0.0	0.0
13499000.0	393	-392	-130	0.0	0.0
13499000.0	393	-392	132	0.0	0.0
13499000.0	393	-392	394	0.0	0.0
13499000.0	393	-130	-392	0.0	0.0
13499000.0	393	-130	-130	0.0	0.0
13499000.0	393	-130	132	0.0	0.0
13499000.0	393	-130	394	0.0	0.0
13840000.0	131	-392	-392	0.1427613634658359	0.004908554951443922
13840000.0	131	-392	-130	25.392851310917507	0.4341975426534385
13840000.0	131	-392	132	23.95872169627375	0.1701302245748367
13840000.0	131	-392	394	0.13984718147819056	0.02420493596691019
13840000.0	131	-130	-392	3.148651586069481	0.004535235627945919
13840000.0	131	-130	-130	34.69773290871107	0.16410278298745593
13840000.0	131	-130	132	32.934865732435874	0.965957907886724
13840000.0	131	-130	394	3.376790371706319	0.15944511879802442
13840000.0	393	-392	-392	0.0	0.0
13840000.0	393	-392	-130	14.956816943377314	0.09121631236419113
13840000.0	393	-392	132	11.844247233946037	0.01297945750595305
13840000.0	393	-392	394	0.0	0.0
13840000.0	393	-130	-392	0.20692106738581692	0.007204581088600947
13840000.0	393	-130	-130	24.506205403502733	0.10599110756351582
13840000.0	393	-130	132	23.74943340876993	0.5386533790787003
13840000.0	393	-130	394	0.17013308048632264	0.0061031670256476815
14191000.0	131	-392	-392	0.0	0.0
14191000.0	131	-392	-130	0.0	0.0
14191000.0	131	-392	132	0.0	0.0
14191000.0	131	-392	394	0.0	0.0
14191000.0	131	-130	-392	0.0	0.0
14191000.0	131	-130	-130	0.0	0.0
14191000.0	131	-130	132	0.0	0.0
14191000.0	131	-130	394	0.0	0.0
14191000.0	393	-392	-392	0.0	0.0
14191000.0	393	-392	-130	0.0	0.0
14191000.0	393	-392	132	0.0	0.0
14191000.0	393	-392	394	0.0	0.0
14191000.0	393	-130	-392	0.0	0.0
14191000.0	393	-130	-130	0.0	0.0
14191000.0	393	-130	132	0.0	0.0
14191000.0	393	-130	394	0.0	0.0
14550000.0	131	-392	-392	0.0	0.0
14550000.0	131	-392	-130	0.0	0.0
14550000.0	131	-392	132	0.0	0.0
14550000.0	131	-392	394	0.0	0.0
14550000.0	131	-130	-392	0.0	0.0
14550000.0	131	-130	-130	0.0	0.0
14550000.0	131	-130	132	0.0	0.0
14550000.0	131	-130	394	0.0	0.0
14550000.0	393	-392	-392	0.0	0.0
14550000.0	393	-392	-130	0.0	0.0
14550000.0	393	-392	132	0.0	0.0
14550000.0	393	-392	394	0.0	0.0
14550000.0	393	-130	-392	0.0	0.0
14550000.0	393	-130	-130	0.0	0.0
14550000.0	393	-130	132	0.0	0.0
14550000.0	393	-130	394	0.0	0.0
14918000.0	131	-392	-392	0.0	0.0
14918000.0	131	-392	-130	0.0	0.0
14918000.0	131	-392	132	0.0	0.0
14918000.0	131	-392	394	0.0	0.0
14918000.0	131	-130	-392	0.0	0.0
14918000.0	131	-130	-130	0.0	0.0
14918000.0	131	-130	132	0.0	0.0
14918000.0	131	-130	394	0.0	0.0
14918000.0	393	-392	-392	0.0	0.0
14918000.0	393	-392	-130	0.0	0.0
14918000.0	393	-392	132	0.0	0.0
14918000.0	393	-392	394	0.0	0.0
14918000.0	393	-130	-392	0.0	0.0
14918000.0	393	-130	-130	0.0	0.0
14918000.0	393	-130	132	0.0	0.0
14918000.0	393	-130	394	0.0	0.0
15683000.0	131	-392	-392	0.0	0.0
15683000.0	131	-392	-130	0.0	0.0
15683000.0	131	-392	132	0.0	0.0
15683000.0	131	-392	394	0.0	0.0
15683000.0	131	-130	-392	0.0	0.0
15683000.0	131	-130	-130	0.0	0.0
15683000.0	131	-130	132	0.0	0.0
15683000.0	131	-130	394	0.0	0.0
15683000.0	393	-392	-392	0.0	0.0
15683000.0	393	-392	-130	0.0	0.0
15683000.0	393	-392	132	0.0	0.0
15683000.0	393	-392	394	0.0	0.0
15683000.0	393	-130	-392	0.0	0.0
15683000.0	393	-130	-130	0.0	0.0
15683000.0	393	-130	132	0.0	0.0
15683000.0	393	-130	394	0.0	0.0
16487000.0	131	-392	-392	0.0	0.0
16487000.0	131	-392	-130	0.0	0.0
16487000.0	131	-392	132	0.0	0.0
16487000.0	131	-392	394	0.0	0.0
16487000.0	131	-130	-392	0.0	0.0
16487000.0	131	-130	-130	0.0	0.0
16487000.0	131	-130	132	0.0	0.0
16487000.0	131	-130	394	0.0	0.0
16487000.0	393	-392	-392	0.0	0.0
16487000.0	393	-392	-130	0.0	0.0
16487000.0	393	-392	132	0.0	0.0
16487000.0	393	-392	394	0.0	0.0
16487000.0	393	-130	-392	0.0	0.0
16487000.0	393	-130	-130	0.0	0.0
16487000.0	393	-130	132	0.0	0.0
16487000.0	393	-130	394	0.0	0.0
16905000.0	131	-392	-392	0.0	0.0
16905000.0	131	-392	-130	0.0	0.0
16905000.0	131	-392	132	0.0	0.0
16905000.0	131	-392	394	0.0	0.0
16905000.0	131	-130	-392	0.0	0.0
16905000.0	131	-130	-130	0.0	0.0
16905000.0	131	-130	132	0.0	0.0
16905000.0	131	-130	394	0.0	0.0
16905000.0	393	-392	-392	0.0	0.0
16905000.0	393	-392	-130	0.0	0.0
16905000.0	393	-392	132	0.0	0.0
16905000.0	393	-392	394	0.0	0.0
16905000.0	393	-130	-392	0.0	0.0
16905000.0	393	-130	-130	0.0	0.0
16905000.0	393	-130	132	0.0	0.0
16905000.0	393	-130	394	0.0	0.0
17332000.0	131	-392	-392	0.0	0.0
17332000.0	131	-392	-130	0.0	0.0
17332000.0	131	-392	132	0.0	0.0
17332000.0	131	-392	394	0.0	0.0
17332000.0	131	-130	-392	0.0	0.0
17332000.0	131	-130	-130	0.0	0.0
17332000.0	131	-130	132	0.0	0.0
17332000.0	131	-130	394	0.0	0.0
17332000.0	393	-392	-392	0.0	0.0
17332000.0	393	-392	-130	0.0	0.0
17332000.0	393	-392	132	0.0	0.0
17332000.0	393	-392	394	0.0	0.0
17332000.0	393	-130	-392	0.0	0.0
17332000.0	393	-130	-130	0.0	0.0
17332000.0	393	-130	132	0.0	0.0
17332000.0	393	-130	394	0.0	0.0
